,PassengerId,Sex,Age,Fare,Titulo_Master,Titulo_Miss,Titulo_Mr,Titulo_Mrs,Titulo_Oficial,Titulo_Nobre,Emb_C,Emb_Q,Emb_S,Classe_1,Classe_2,Classe_3,Tamanho_Familia,Sozinho
209,1101,1,25.0,7.8958,0,0,1,0,0,0,0,0,1,0,0,1,1,1
210,1102,1,32.0,22.525,0,0,1,0,0,0,0,0,1,0,0,1,1,1
211,1103,1,27.0,7.05,0,0,1,0,0,0,0,0,1,0,0,1,1,1
212,1104,1,17.0,73.5,0,0,1,0,0,0,0,0,1,0,1,0,1,1
213,1105,0,60.0,26.0,0,0,0,1,0,0,0,0,1,0,1,0,2,1
214,1106,0,38.0,7.775,0,1,0,0,0,0,0,0,1,0,0,1,7,0
215,1107,1,42.0,42.5,0,0,1,0,0,0,0,0,1,1,0,0,1,0
216,1108,0,27.0,7.8792,0,1,0,0,0,0,0,1,0,0,0,1,1,1
217,1109,1,57.0,164.8667,0,0,1,0,0,0,0,0,1,1,0,0,3,0
218,1110,0,50.0,211.5,0,0,0,1,0,0,1,0,0,1,0,0,3,1
219,1111,1,27.0,8.05,0,0,1,0,0,0,0,0,1,0,0,1,1,1
220,1112,0,30.0,13.8583,0,1,0,0,0,0,1,0,0,0,1,0,2,1
221,1113,1,21.0,8.05,0,0,1,0,0,0,0,0,1,0,0,1,1,1
222,1114,0,22.0,10.5,0,0,0,1,0,0,0,0,1,0,1,0,1,1
223,1115,1,21.0,7.7958,0,0,1,0,0,0,0,0,1,0,0,1,1,1
224,1116,0,53.0,27.4458,0,0,0,1,0,0,1,0,0,1,0,0,1,0
225,1117,0,27.0,15.2458,0,0,0,1,0,0,1,0,0,0,0,1,3,1
226,1118,1,23.0,7.7958,0,0,1,0,0,0,0,0,1,0,0,1,1,1
227,1119,0,27.0,7.75,0,1,0,0,0,0,0,1,0,0,0,1,1,1
228,1120,1,40.5,15.1,0,0,1,0,0,0,0,0,1,0,0,1,1,1
229,1121,1,36.0,13.0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
230,1122,1,14.0,65.0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
231,1123,0,21.0,26.55,0,1,0,0,0,0,0,0,1,1,0,0,1,1
232,1124,1,21.0,6.4958,0,0,1,0,0,0,0,0,1,0,0,1,2,1
233,1125,1,27.0,7.8792,0,0,1,0,0,0,0,1,0,0,0,1,1,0
234,1126,1,39.0,71.2833,0,0,1,0,0,0,1,0,0,1,0,0,2,1
235,1127,1,20.0,7.8542,0,0,1,0,0,0,0,0,1,0,0,1,1,1
236,1128,1,64.0,75.25,0,0,1,0,0,0,1,0,0,1,0,0,2,0
237,1129,1,20.0,7.225,0,0,1,0,0,0,1,0,0,0,0,1,1,0
238,1130,0,18.0,13.0,0,1,0,0,0,0,0,0,1,0,1,0,3,1
239,1131,0,48.0,106.425,0,0,0,1,0,0,1,0,0,1,0,0,2,1
240,1132,0,55.0,27.7208,0,0,0,1,0,0,1,0,0,1,0,0,1,0
241,1133,0,45.0,30.0,0,0,0,1,0,0,0,0,1,0,1,0,3,0
242,1134,1,45.0,134.5,0,0,1,0,0,0,1,0,0,1,0,0,3,1
243,1135,1,27.0,7.8875,0,0,1,0,0,0,0,0,1,0,0,1,1,1
244,1136,1,27.0,23.45,1,0,0,0,0,0,0,0,1,0,0,1,4,1
245,1137,1,41.0,51.8625,0,0,1,0,0,0,0,0,1,1,0,0,2,0
246,1138,0,22.0,21.0,0,0,0,1,0,0,0,0,1,0,1,0,1,1
247,1139,1,42.0,32.5,0,0,1,0,0,0,0,0,1,0,1,0,3,0
248,1140,0,29.0,26.0,0,0,0,1,0,0,0,0,1,0,1,0,2,0
249,1141,0,27.0,14.4542,0,0,0,1,0,0,1,0,0,0,0,1,2,0
250,1142,0,0.92,27.75,0,1,0,0,0,0,0,0,1,0,1,0,4,1
251,1143,1,20.0,7.925,0,0,1,0,0,0,0,0,1,0,0,1,1,0
252,1144,1,27.0,136.7792,0,0,1,0,0,0,1,0,0,1,0,0,2,1
253,1145,1,24.0,9.325,0,0,1,0,0,0,0,0,1,0,0,1,1,0
254,1146,1,32.5,9.5,0,0,1,0,0,0,0,0,1,0,0,1,1,0
255,1147,1,27.0,7.55,0,0,1,0,0,0,0,0,1,0,0,1,1,0
256,1148,1,27.0,7.75,0,0,1,0,0,0,0,1,0,0,0,1,1,1
257,1149,1,28.0,8.05,0,0,1,0,0,0,0,0,1,0,0,1,1,1
258,1150,0,19.0,13.0,0,1,0,0,0,0,0,0,1,0,1,0,1,1
259,1151,1,21.0,7.775,0,0,1,0,0,0,0,0,1,0,0,1,1,0
260,1152,1,36.5,17.4,0,0,1,0,0,0,0,0,1,0,0,1,2,1
261,1153,1,21.0,7.8542,0,0,1,0,0,0,0,0,1,0,0,1,1,0
262,1154,0,29.0,23.0,0,0,0,1,0,0,0,0,1,0,1,0,3,0
263,1155,0,1.0,12.1833,0,1,0,0,0,0,0,0,1,0,0,1,3,1
264,1156,1,30.0,12.7375,0,0,1,0,0,0,1,0,0,0,1,0,1,1
265,1157,1,27.0,7.8958,0,0,1,0,0,0,0,0,1,0,0,1,1,1
266,1158,1,27.0,0.0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
267,1159,1,27.0,7.55,0,0,1,0,0,0,0,0,1,0,0,1,1,0
268,1160,0,27.0,8.05,0,1,0,0,0,0,0,0,1,0,0,1,1,0
269,1161,1,17.0,8.6625,0,0,1,0,0,0,0,0,1,0,0,1,1,1
270,1162,1,46.0,75.2417,0,0,1,0,0,0,1,0,0,1,0,0,1,1
271,1163,1,27.0,7.75,0,0,1,0,0,0,0,1,0,0,0,1,1,1
272,1164,0,26.0,136.7792,0,0,0,1,0,0,1,0,0,1,0,0,2,0
273,1165,0,27.0,15.5,0,1,0,0,0,0,0,1,0,0,0,1,2,0
274,1166,1,27.0,7.225,0,0,1,0,0,0,1,0,0,0,0,1,1,1
275,1167,0,20.0,26.0,0,1,0,0,0,0,0,0,1,0,1,0,2,0
276,1168,1,28.0,10.5,0,0,1,0,0,0,0,0,1,0,1,0,1,1
277,1169,1,40.0,26.0,0,0,1,0,0,0,0,0,1,0,1,0,2,1
278,1170,1,30.0,21.0,0,0,1,0,0,0,0,0,1,0,1,0,2,0
279,1171,1,22.0,10.5,0,0,1,0,0,0,0,0,1,0,1,0,1,0
280,1172,0,23.0,8.6625,0,1,0,0,0,0,0,0,1,0,0,1,1,1
281,1173,1,0.75,13.775,1,0,0,0,0,0,0,0,1,0,0,1,3,1
282,1174,0,27.0,7.75,0,1,0,0,0,0,0,1,0,0,0,1,1,1
283,1175,0,9.0,15.2458,0,1,0,0,0,0,1,0,0,0,0,1,3,1
284,1176,0,2.0,20.2125,0,1,0,0,0,0,0,0,1,0,0,1,3,1
285,1177,1,36.0,7.25,0,0,1,0,0,0,0,0,1,0,0,1,1,1
286,1178,1,27.0,7.25,0,0,1,0,0,0,0,0,1,0,0,1,1,1
287,1179,1,24.0,82.2667,0,0,1,0,0,0,0,0,1,1,0,0,2,1
288,1180,1,27.0,7.2292,0,0,1,0,0,0,1,0,0,0,0,1,1,1
289,1181,1,27.0,8.05,0,0,1,0,0,0,0,0,1,0,0,1,1,1
290,1182,1,27.0,39.6,0,0,1,0,0,0,0,0,1,1,0,0,1,1
291,1183,0,30.0,6.95,0,1,0,0,0,0,0,1,0,0,0,1,1,0
292,1184,1,27.0,7.2292,0,0,1,0,0,0,1,0,0,0,0,1,1,1
293,1185,1,53.0,81.8583,0,0,0,0,1,0,0,0,1,1,0,0,3,1
294,1186,1,36.0,9.5,0,0,1,0,0,0,0,0,1,0,0,1,1,1
295,1187,1,26.0,7.8958,0,0,1,0,0,0,0,0,1,0,0,1,1,1
296,1188,0,1.0,41.5792,0,1,0,0,0,0,1,0,0,0,1,0,4,1
297,1189,1,27.0,21.6792,0,0,1,0,0,0,1,0,0,0,0,1,3,0
298,1190,1,30.0,45.5,0,0,1,0,0,0,0,0,1,1,0,0,1,1
299,1191,1,29.0,7.8542,0,0,1,0,0,0,0,0,1,0,0,1,1,0
300,1192,1,32.0,7.775,0,0,1,0,0,0,0,0,1,0,0,1,1,1
301,1193,1,27.0,15.0458,0,0,1,0,0,0,1,0,0,0,1,0,1,0
302,1194,1,43.0,21.0,0,0,1,0,0,0,0,0,1,0,1,0,2,1
303,1195,1,24.0,8.6625,0,0,1,0,0,0,0,0,1,0,0,1,1,1
304,1196,0,27.0,7.75,0,1,0,0,0,0,0,1,0,0,0,1,1,1
305,1197,0,64.0,26.55,0,0,0,1,0,0,0,0,1,1,0,0,3,0
306,1198,1,30.0,151.55,0,0,1,0,0,0,0,0,1,1,0,0,4,1
307,1199,1,0.83,9.35,1,0,0,0,0,0,0,0,1,0,0,1,2,0
308,1200,1,55.0,93.5,0,0,1,0,0,0,0,0,1,1,0,0,3,0
309,1201,0,45.0,14.1083,0,0,0,1,0,0,0,0,1,0,0,1,2,1
310,1202,1,18.0,8.6625,0,0,1,0,0,0,0,0,1,0,0,1,1,1
311,1203,1,22.0,7.225,0,0,1,0,0,0,1,0,0,0,0,1,1,0
312,1204,1,27.0,7.575,0,0,1,0,0,0,0,0,1,0,0,1,1,0
313,1205,0,37.0,7.75,0,1,0,0,0,0,0,1,0,0,0,1,1,1
314,1206,0,55.0,135.6333,0,0,0,1,0,0,1,0,0,1,0,0,1,0
315,1207,0,17.0,7.7333,0,1,0,0,0,0,0,1,0,0,0,1,1,1
316,1208,1,57.0,146.5208,0,0,1,0,0,0,1,0,0,1,0,0,2,0
317,1209,1,19.0,10.5,0,0,1,0,0,0,0,0,1,0,1,0,1,1
318,1210,1,27.0,7.8542,0,0,1,0,0,0,0,0,1,0,0,1,1,0
319,1211,1,22.0,31.5,0,0,1,0,0,0,0,0,1,0,1,0,3,0
320,1212,1,26.0,7.775,0,0,1,0,0,0,0,0,1,0,0,1,1,1
321,1213,1,25.0,7.2292,0,0,1,0,0,0,1,0,0,0,0,1,1,1
322,1214,1,26.0,13.0,0,0,1,0,0,0,0,0,1,0,1,0,1,1
323,1215,1,33.0,26.55,0,0,1,0,0,0,0,0,1,1,0,0,1,0
324,1216,0,39.0,211.3375,0,1,0,0,0,0,0,0,1,1,0,0,1,0
325,1217,1,23.0,7.05,0,0,1,0,0,0,0,0,1,0,0,1,1,1
326,1218,0,12.0,39.0,0,1,0,0,0,0,0,0,1,0,1,0,4,1
327,1219,1,46.0,79.2,0,0,1,0,0,0,1,0,0,1,0,0,1,1
328,1220,1,29.0,26.0,0,0,1,0,0,0,0,0,1,0,1,0,2,0
329,1221,1,21.0,13.0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
330,1222,0,48.0,36.75,0,0,0,1,0,0,0,0,1,0,1,0,3,0
331,1223,1,39.0,29.7,0,0,1,0,0,0,1,0,0,1,0,0,1,1
332,1224,1,27.0,7.225,0,0,1,0,0,0,1,0,0,0,0,1,1,0
333,1225,0,19.0,15.7417,0,0,0,1,0,0,1,0,0,0,0,1,3,0
334,1226,1,27.0,7.8958,0,0,1,0,0,0,0,0,1,0,0,1,1,0
335,1227,1,30.0,26.0,0,0,1,0,0,0,0,0,1,1,0,0,1,1
336,1228,1,32.0,13.0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
337,1229,1,39.0,7.2292,0,0,1,0,0,0,1,0,0,0,0,1,3,1
338,1230,1,25.0,31.5,0,0,1,0,0,0,0,0,1,0,1,0,1,1
339,1231,1,27.0,7.2292,1,0,0,0,0,0,1,0,0,0,0,1,1,1
340,1232,1,18.0,10.5,0,0,1,0,0,0,0,0,1,0,1,0,1,0
341,1233,1,32.0,7.5792,0,0,1,0,0,0,0,0,1,0,0,1,1,0
342,1234,1,27.0,69.55,0,0,1,0,0,0,0,0,1,0,0,1,11,1
343,1235,0,58.0,512.3292,0,0,0,1,0,0,1,0,0,1,0,0,2,1
344,1236,1,27.0,14.5,1,0,0,0,0,0,0,0,1,0,0,1,3,1
345,1237,0,16.0,7.65,0,1,0,0,0,0,0,0,1,0,0,1,1,1
346,1238,1,26.0,13.0,0,0,1,0,0,0,0,0,1,0,1,0,1,1
347,1239,0,38.0,7.2292,0,0,0,1,0,0,1,0,0,0,0,1,1,0
348,1240,1,24.0,13.5,0,0,1,0,0,0,0,0,1,0,1,0,1,0
349,1241,0,31.0,21.0,0,1,0,0,0,0,0,0,1,0,1,0,1,1
350,1242,0,45.0,63.3583,0,0,0,1,0,0,1,0,0,1,0,0,2,1
351,1243,1,25.0,10.5,0,0,1,0,0,0,0,0,1,0,1,0,1,1
352,1244,1,18.0,73.5,0,0,1,0,0,0,0,0,1,0,1,0,1,0
353,1245,1,49.0,65.0,0,0,1,0,0,0,0,0,1,0,1,0,4,0
354,1246,0,0.17,20.575,0,1,0,0,0,0,0,0,1,0,0,1,4,1
355,1247,1,50.0,26.0,0,0,1,0,0,0,0,0,1,1,0,0,1,1
356,1248,0,59.0,51.4792,0,0,0,1,0,0,0,0,1,1,0,0,3,0
357,1249,1,27.0,7.8792,0,0,1,0,0,0,0,0,1,0,0,1,1,1
358,1250,1,27.0,7.75,0,0,1,0,0,0,0,1,0,0,0,1,1,1
359,1251,0,30.0,15.55,0,0,0,1,0,0,0,0,1,0,0,1,2,1
360,1252,1,14.5,69.55,1,0,0,0,0,0,0,0,1,0,0,1,11,0
361,1253,0,24.0,37.0042,0,0,0,1,0,0,1,0,0,0,1,0,3,0
362,1254,0,31.0,21.0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
363,1255,1,27.0,8.6625,0,0,1,0,0,0,0,0,1,0,0,1,1,1
364,1256,0,25.0,55.4417,0,0,0,1,0,0,1,0,0,1,0,0,2,0
365,1257,0,27.0,69.55,0,0,0,1,0,0,0,0,1,0,0,1,11,1
366,1258,1,27.0,14.4583,0,0,1,0,0,0,1,0,0,0,0,1,2,0
367,1259,0,22.0,39.6875,0,1,0,0,0,0,0,0,1,0,0,1,1,1
368,1260,0,45.0,59.4,0,0,0,1,0,0,1,0,0,1,0,0,2,1
369,1261,1,29.0,13.8583,0,0,1,0,0,0,1,0,0,0,1,0,1,1
370,1262,1,21.0,11.5,0,0,1,0,0,0,0,0,1,0,1,0,2,0
371,1263,0,31.0,134.5,0,1,0,0,0,0,1,0,0,1,0,0,1,0
372,1264,1,49.0,0.0,0,0,1,0,0,0,0,0,1,1,0,0,1,1
373,1265,1,44.0,13.0,0,0,1,0,0,0,0,0,1,0,1,0,1,1
374,1266,0,54.0,81.8583,0,0,0,1,0,0,0,0,1,1,0,0,3,0
375,1267,0,45.0,262.375,0,1,0,0,0,0,1,0,0,1,0,0,1,0
376,1268,0,22.0,8.6625,0,1,0,0,0,0,0,0,1,0,0,1,3,1
377,1269,1,21.0,11.5,0,0,1,0,0,0,0,0,1,0,1,0,1,0
378,1270,1,55.0,50.0,0,0,1,0,0,0,0,0,1,1,0,0,1,1
379,1271,1,5.0,31.3875,1,0,0,0,0,0,0,0,1,0,0,1,7,1
380,1272,1,27.0,7.75,0,0,1,0,0,0,0,1,0,0,0,1,1,1
381,1273,1,26.0,7.8792,0,0,1,0,0,0,0,1,0,0,0,1,1,0
382,1274,0,27.0,14.5,0,0,0,1,0,0,0,0,1,0,0,1,1,1
383,1275,0,19.0,16.1,0,0,0,1,0,0,0,0,1,0,0,1,2,0
384,1276,1,27.0,12.875,0,0,1,0,0,0,0,0,1,0,1,0,1,1
385,1277,0,24.0,65.0,0,1,0,0,0,0,0,0,1,0,1,0,4,1
386,1278,1,24.0,7.775,0,0,1,0,0,0,0,0,1,0,0,1,1,0
387,1279,1,57.0,13.0,0,0,1,0,0,0,0,0,1,0,1,0,1,1
388,1280,1,21.0,7.75,0,0,1,0,0,0,0,1,0,0,0,1,1,1
389,1281,1,6.0,21.075,1,0,0,0,0,0,0,0,1,0,0,1,5,1
390,1282,1,23.0,93.5,0,0,1,0,0,0,0,0,1,1,0,0,1,0
391,1283,0,51.0,39.4,0,0,0,1,0,0,0,0,1,1,0,0,2,1
392,1284,1,13.0,20.25,1,0,0,0,0,0,0,0,1,0,0,1,3,0
393,1285,1,47.0,10.5,0,0,1,0,0,0,0,0,1,0,1,0,1,0
394,1286,1,29.0,22.025,0,0,1,0,0,0,0,0,1,0,0,1,5,0
395,1287,0,18.0,60.0,0,0,0,1,0,0,0,0,1,1,0,0,2,1
396,1288,1,24.0,7.25,0,0,1,0,0,0,0,1,0,0,0,1,1,1
397,1289,0,48.0,79.2,0,0,0,1,0,0,1,0,0,1,0,0,3,1
398,1290,1,22.0,7.775,0,0,1,0,0,0,0,0,1,0,0,1,1,1
399,1291,1,31.0,7.7333,0,0,1,0,0,0,0,1,0,0,0,1,1,1
400,1292,0,30.0,164.8667,0,1,0,0,0,0,0,0,1,1,0,0,1,1
401,1293,1,38.0,21.0,0,0,1,0,0,0,0,0,1,0,1,0,2,1
402,1294,0,22.0,59.4,0,1,0,0,0,0,1,0,0,1,0,0,2,0
403,1295,1,17.0,47.1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
404,1296,1,43.0,27.7208,0,0,1,0,0,0,1,0,0,1,0,0,2,1
405,1297,1,20.0,13.8625,0,0,1,0,0,0,1,0,0,0,1,0,1,0
406,1298,1,23.0,10.5,0,0,1,0,0,0,0,0,1,0,1,0,2,1
407,1299,1,50.0,211.5,0,0,1,0,0,0,1,0,0,1,0,0,3,0
408,1300,0,27.0,7.7208,0,1,0,0,0,0,0,1,0,0,0,1,1,1
409,1301,0,3.0,13.775,0,1,0,0,0,0,0,0,1,0,0,1,3,0
410,1302,0,27.0,7.75,0,1,0,0,0,0,0,1,0,0,0,1,1,1
411,1303,0,37.0,90.0,0,0,0,1,0,0,0,1,0,1,0,0,2,1
412,1304,0,28.0,7.775,0,1,0,0,0,0,0,0,1,0,0,1,1,0
413,1305,1,27.0,8.05,0,0,1,0,0,0,0,0,1,0,0,1,1,1
414,1306,0,39.0,108.9,0,0,0,1,0,0,1,0,0,1,0,0,1,1
415,1307,1,38.5,7.25,0,0,1,0,0,0,0,0,1,0,0,1,1,1
416,1308,1,27.0,8.05,0,0,1,0,0,0,0,0,1,0,0,1,1,0
417,1309,1,27.0,22.3583,1,0,0,0,0,0,1,0,0,0,0,1,3,0
